onset	duration	type	sample
2238	n/a      	25	1146
13422	n/a      	5	6872
14580	n/a      	15	7465
15609	n/a      	24	7992
30002	n/a      	4	15361
31061	n/a      	14	15903
32090	n/a      	25	16430
45732	n/a      	5	23415
46779	n/a      	15	23951
52041	n/a      	23	26645
64531	n/a      	3	33040
65350	n/a      	13	33459
66369	n/a      	24	33981
79260	n/a      	4	40581
80324	n/a      	14	41126
81348	n/a      	26	41650
93170	n/a      	6	47703
94980	n/a      	16	48630
96010	n/a      	23	49157
109268	n/a      	3	55945
109949	n/a      	13	56294
113258	n/a      	25	57988
125916	n/a      	5	64469
126730	n/a      	15	64886
127752	n/a      	24	65409
139309	n/a      	4	71326
140395	n/a      	14	71882
141414	n/a      	26	72404
155322	n/a      	6	79525
156229	n/a      	16	79989
157258	n/a      	23	80516
170652	n/a      	3	87374
171668	n/a      	13	87894
172689	n/a      	24	88417
185748	n/a      	4	95103
186482	n/a      	14	95479
189803	n/a      	26	97179
201877	n/a      	6	103361
202883	n/a      	16	103876
203914	n/a      	23	104404
214906	n/a      	3	110032
215539	n/a      	13	110356
216559	n/a      	25	110878
228900	n/a      	999	117197
229570	n/a      	2	117540
230586	n/a      	26	118060
244063	n/a      	999	124960
245051	n/a      	2	125466
246082	n/a      	23	125994
256891	n/a      	3	131528
257395	n/a      	13	131786
258428	n/a      	25	132315
272053	n/a      	5	139291
273129	n/a      	15	139842
274156	n/a      	24	140368
283129	n/a      	4	144962
283992	n/a      	14	145404
285016	n/a      	26	145928
297072	n/a      	6	152101
298090	n/a      	16	152622
306336	n/a      	23	156844
318336	n/a      	3	162988
318945	n/a      	13	163300
319975	n/a      	26	163827
332682	n/a      	6	170333
333504	n/a      	16	170754
334535	n/a      	25	171282
346844	n/a      	5	177584
347367	n/a      	15	177852
348396	n/a      	24	178379
360639	n/a      	4	184647
361295	n/a      	14	184983
364711	n/a      	23	186732
378287	n/a      	3	193683
379271	n/a      	13	194187
380291	n/a      	26	194709
394482	n/a      	6	201975
395248	n/a      	16	202367
396268	n/a      	24	202889
408229	n/a      	4	209013
408814	n/a      	14	209313
409848	n/a      	23	209842
425393	n/a      	3	217801
426512	n/a      	13	218374
427529	n/a      	26	218895
441271	n/a      	6	225931
442143	n/a      	16	226377
447896	n/a      	25	229323
462088	n/a      	5	236589
462629	n/a      	15	236866
463660	n/a      	23	237394
478402	n/a      	3	244942
479086	n/a      	13	245292
482643	n/a      	23	247113
493832	n/a      	3	252842
494383	n/a      	13	253124
495402	n/a      	26	253646
510980	n/a      	6	261622
512277	n/a      	16	262286
513299	n/a      	24	262809
526074	n/a      	4	269350
526652	n/a      	14	269646
527680	n/a      	25	270172
539285	n/a      	5	276114
539885	n/a      	15	276421
540908	n/a      	24	276945
552529	n/a      	4	282895
553076	n/a      	14	283175
554102	n/a      	25	283700
567193	n/a      	5	290403
567756	n/a      	15	290691
571299	n/a      	26	292505
585074	n/a      	6	299558
585844	n/a      	16	299952
586861	n/a      	23	300473
599869	n/a      	3	307133
600365	n/a      	13	307387
601391	n/a      	25	307912
615449	n/a      	5	315110
615963	n/a      	15	315373
621484	n/a      	23	318200
635783	n/a      	3	325521
636596	n/a      	13	325937
637621	n/a      	25	326462
649346	n/a      	999	332465
650002	n/a      	2	332801
651033	n/a      	25	333329
663891	n/a      	5	339912
664666	n/a      	15	340309
667512	n/a      	23	341766
682424	n/a      	3	349401
682867	n/a      	13	349628
683893	n/a      	26	350153
695867	n/a      	6	356284
696451	n/a      	16	356583
697469	n/a      	24	357104
711896	n/a      	4	364491
712537	n/a      	14	364819
715568	n/a      	26	366371
728477	n/a      	6	372980
729186	n/a      	16	373343
730213	n/a      	24	373869
743289	n/a      	4	380564
743783	n/a      	14	380817
744811	n/a      	23	381343
757951	n/a      	3	388071
758553	n/a      	13	388379
759572	n/a      	23	388901
773715	n/a      	3	396142
774248	n/a      	13	396415
777104	n/a      	25	397877
789979	n/a      	5	404469
790504	n/a      	15	404738
791533	n/a      	24	405265
804824	n/a      	4	412070
805463	n/a      	14	412397
806494	n/a      	25	412925
819836	n/a      	5	419756
820463	n/a      	15	420077
821490	n/a      	26	420603
834248	n/a      	6	427135
835008	n/a      	16	427524
838887	n/a      	25	429510
850078	n/a      	5	435240
850750	n/a      	15	435584
851783	n/a      	23	436113
863789	n/a      	3	442260
864344	n/a      	13	442544
865359	n/a      	26	443064
877018	n/a      	6	449033
878096	n/a      	16	449585
879121	n/a      	24	450110
892230	n/a      	4	456822
892750	n/a      	14	457088
893783	n/a      	26	457617
908209	n/a      	6	465003
908855	n/a      	16	465334
909879	n/a      	25	465858
922422	n/a      	5	472280
924582	n/a      	15	473386
928605	n/a      	23	475446
940455	n/a      	3	481513
941063	n/a      	13	481824
943928	n/a      	25	483291
956635	n/a      	5	489797
957268	n/a      	15	490121
958289	n/a      	26	490644
971031	n/a      	6	497168
972037	n/a      	16	497683
973066	n/a      	24	498210
985676	n/a      	4	504666
986748	n/a      	14	505215
987779	n/a      	23	505743
999338	n/a      	3	511661
999973	n/a      	13	511986
1000990	n/a      	26	512507
1013967	n/a      	6	519151
1015508	n/a      	16	519940
1016535	n/a      	26	520466
1029361	n/a      	6	527033
1031461	n/a      	16	528108
1036420	n/a      	24	530647
1046859	n/a      	4	535992
1047459	n/a      	14	536299
1048480	n/a      	25	536822
1060721	n/a      	5	543089
1061266	n/a      	15	543368
1062293	n/a      	23	543894
1075785	n/a      	3	550802
1076340	n/a      	13	551086
1077373	n/a      	26	551615
1090195	n/a      	6	558180
1091092	n/a      	16	558639
1092117	n/a      	25	559164
1104424	n/a      	5	565465
1104930	n/a      	15	565724
1107412	n/a      	23	566995
1120354	n/a      	3	573621
1120842	n/a      	13	573871
1121873	n/a      	24	574399
1133615	n/a      	4	580411
1134313	n/a      	14	580768
1136971	n/a      	26	582129
1150879	n/a      	6	589250
1151627	n/a      	16	589633
1152648	n/a      	25	590156
1164490	n/a      	5	596219
1165033	n/a      	15	596497
1166061	n/a      	23	597023
1179369	n/a      	3	603837
1179793	n/a      	13	604054
1180822	n/a      	23	604581
1193982	n/a      	3	611319
1194393	n/a      	13	611529
1195418	n/a      	25	612054
1207459	n/a      	5	618219
1208184	n/a      	15	618590
1209213	n/a      	24	619117
1222271	n/a      	4	625803
1222871	n/a      	14	626110
1226896	n/a      	24	628171
1243059	n/a      	4	636446
1243621	n/a      	14	636734
1244646	n/a      	24	637259
1257521	n/a      	4	643851
1258070	n/a      	14	644132
1259092	n/a      	26	644655
1270600	n/a      	6	650547
1271486	n/a      	16	651001
1275104	n/a      	23	652853
1284359	n/a      	3	657592
1284936	n/a      	13	657887
1285965	n/a      	25	658414
1302275	n/a      	5	666765
1302996	n/a      	15	667134
1304029	n/a      	24	667663
1318955	n/a      	4	675305
1319492	n/a      	14	675580
1320527	n/a      	26	676110
1333102	n/a      	6	682548
1333727	n/a      	16	682868
1334754	n/a      	25	683394
1348146	n/a      	5	690251
1348885	n/a      	15	690629
1352086	n/a      	23	692268
1363959	n/a      	3	698347
1364406	n/a      	13	698576
1365430	n/a      	23	699100
1379455	n/a      	3	706281
1379965	n/a      	13	706542
1380992	n/a      	25	707068
1392699	n/a      	5	713062
1393291	n/a      	15	713365
1394320	n/a      	24	713892
1405477	n/a      	4	719604
1405963	n/a      	14	719853
1408248	n/a      	26	721023
1421258	n/a      	6	727684
1422021	n/a      	16	728075
1423043	n/a      	23	728598
1434150	n/a      	3	734285
1434621	n/a      	13	734526
1435639	n/a      	26	735047
1449547	n/a      	6	742168
1450572	n/a      	16	742693
1451600	n/a      	24	743219
1466012	n/a      	4	750598
1466531	n/a      	14	750864
1467564	n/a      	25	751393
1480557	n/a      	5	758045
1481314	n/a      	15	758433
1482342	n/a      	23	758959
1493699	n/a      	999	764774
1494492	n/a      	2	765180
1496738	n/a      	25	766330
1510965	n/a      	5	773614
1511537	n/a      	15	773907
1512568	n/a      	26	774435
1525895	n/a      	6	781258
1526586	n/a      	16	781612
1531049	n/a      	23	783897
1544270	n/a      	3	790666
1544818	n/a      	13	790947
1545838	n/a      	25	791469
1558131	n/a      	5	797763
1558568	n/a      	15	797987
1559600	n/a      	23	798515
1572643	n/a      	3	805193
1573137	n/a      	13	805446
1575430	n/a      	26	806620
