onset	duration	type	sample
1049217	n/a      	14	537199
1056787	n/a      	23	541075
1069727	n/a      	3	547700
1070434	n/a      	13	548062
1071467	n/a      	26	548591
1084422	n/a      	6	555224
1085410	n/a      	16	555730
1086443	n/a      	23	556259
1099785	n/a      	999	563090
1100736	n/a      	2	563577
1101758	n/a      	25	564100
1115381	n/a      	5	571075
1116176	n/a      	15	571482
1117203	n/a      	23	572008
1130693	n/a      	3	578915
1131328	n/a      	13	579240
1142994	n/a      	25	585213
1155697	n/a      	5	591717
1156207	n/a      	15	591978
1157240	n/a      	26	592507
1170143	n/a      	999	599113
1171305	n/a      	2	599708
1172334	n/a      	23	600235
1185488	n/a      	3	606970
1186217	n/a      	13	607343
1187248	n/a      	24	607871
1201686	n/a      	4	615263
1202727	n/a      	14	615796
1203762	n/a      	25	616326
1216064	n/a      	5	622625
1216799	n/a      	15	623001
1220188	n/a      	26	624736
1233930	n/a      	6	631772
1235143	n/a      	16	632393
1236166	n/a      	23	632917
1247523	n/a      	3	638732
1249191	n/a      	13	639586
1250211	n/a      	24	640108
1262836	n/a      	4	646572
1263621	n/a      	14	646974
1264641	n/a      	25	647496
1276465	n/a      	5	653550
1277277	n/a      	15	653966
1278301	n/a      	26	654490
1291010	n/a      	6	660997
1292150	n/a      	16	661581
1294965	n/a      	24	663022
1307824	n/a      	4	669606
1309438	n/a      	14	670432
1315158	n/a      	23	673361
1326172	n/a      	3	679000
1326908	n/a      	13	679377
1327928	n/a      	25	679899
1340234	n/a      	5	686200
1340955	n/a      	15	686569
1341988	n/a      	26	687098
1353645	n/a      	6	693066
1354373	n/a      	16	693439
1355398	n/a      	23	693964
1370309	n/a      	3	701598
1371197	n/a      	13	702053
1372213	n/a      	24	702573
1383369	n/a      	4	708285
1384162	n/a      	14	708691
1385191	n/a      	25	709218
1397432	n/a      	5	715485
1399195	n/a      	15	716388
1406479	n/a      	24	720117
1418031	n/a      	4	726032
1419643	n/a      	14	726857
1425742	n/a      	26	729980
1439217	n/a      	6	736879
1440164	n/a      	16	737364
1441188	n/a      	26	737888
1454963	n/a      	6	744941
1455924	n/a      	16	745433
1456949	n/a      	24	745958
1470242	n/a      	4	752764
1471201	n/a      	14	753255
1472230	n/a      	23	753782
1486373	n/a      	3	761023
1486994	n/a      	13	761341
1494334	n/a      	25	765099
1506371	n/a      	5	771262
1508248	n/a      	15	772223
1509279	n/a      	26	772751
1523703	n/a      	6	780136
1525281	n/a      	16	780944
1526309	n/a      	23	781470
1539148	n/a      	3	788044
1539865	n/a      	13	788411
1540889	n/a      	25	788935
1553877	n/a      	5	795585
1555512	n/a      	15	796422
1556535	n/a      	26	796946
1570725	n/a      	6	804211
1571354	n/a      	16	804533
1581639	n/a      	23	809799
1594678	n/a      	3	816475
1595465	n/a      	13	816878
1596486	n/a      	23	817401
1608189	n/a      	3	823393
1609041	n/a      	13	823829
1610064	n/a      	25	824353
1622352	n/a      	5	830644
1623016	n/a      	15	830984
1624043	n/a      	24	831510
1637096	n/a      	4	838193
1638094	n/a      	14	838704
1641631	n/a      	23	840515
1652789	n/a      	3	846228
1653408	n/a      	13	846545
1654432	n/a      	24	847069
1670387	n/a      	4	855238
1671469	n/a      	14	855792
1672496	n/a      	26	856318
1684465	n/a      	6	862446
1685807	n/a      	16	863133
1691039	n/a      	25	865812
1704365	n/a      	5	872635
1705006	n/a      	15	872963
1706037	n/a      	26	873491
1719928	n/a      	6	880603
1720766	n/a      	16	881032
1721799	n/a      	23	881561
1732588	n/a      	999	887085
1733918	n/a      	2	887766
1734945	n/a      	24	888292
1748035	n/a      	4	894994
1748852	n/a      	14	895412
1756096	n/a      	23	899121
1769953	n/a      	3	906216
1770629	n/a      	13	906562
1771660	n/a      	25	907090
1783998	n/a      	5	913407
1784547	n/a      	15	913688
1785570	n/a      	26	914212
1799477	n/a      	6	921332
1800285	n/a      	16	921746
1801316	n/a      	24	922274
1814422	n/a      	4	928984
1816322	n/a      	14	929957
1817348	n/a      	23	930482
1830652	n/a      	3	937294
1831340	n/a      	13	937646
1832359	n/a      	25	938168
1845232	n/a      	5	944759
1845875	n/a      	15	945088
1848938	n/a      	25	946656
1860645	n/a      	5	952650
1861770	n/a      	15	953226
1862799	n/a      	26	953753
1874873	n/a      	6	959935
1875676	n/a      	16	960346
1876693	n/a      	23	960867
1889951	n/a      	3	967655
1890684	n/a      	13	968030
1897264	n/a      	25	971399
1911320	n/a      	5	978596
1912074	n/a      	15	978982
1913109	n/a      	26	979512
1926432	n/a      	6	986333
1927666	n/a      	16	986965
1928688	n/a      	23	987488
1940561	n/a      	3	993567
1941178	n/a      	13	993883
1942199	n/a      	24	994406
1956592	n/a      	4	1001775
1957689	n/a      	14	1002337
