onset	duration	type	sample
1080027	n/a      	24	552974
1090467	n/a      	4	558319
1093377	n/a      	14	559809
1094408	n/a      	25	560337
1106648	n/a      	5	566604
1107377	n/a      	15	566977
1108404	n/a      	23	567503
1121895	n/a      	3	574410
1122545	n/a      	13	574743
1123564	n/a      	26	575265
1136389	n/a      	6	581831
1137393	n/a      	16	582345
1138428	n/a      	25	582875
1150734	n/a      	5	589176
1151305	n/a      	15	589468
1154189	n/a      	23	590945
1167113	n/a      	3	597562
1167953	n/a      	13	597992
1168984	n/a      	24	598520
1180725	n/a      	4	604531
1181543	n/a      	14	604950
1190006	n/a      	26	609283
1203928	n/a      	6	616411
1204553	n/a      	16	616731
1205584	n/a      	25	617259
1217422	n/a      	5	623320
1218223	n/a      	15	623730
1219246	n/a      	23	624254
1232551	n/a      	3	631066
1233279	n/a      	13	631439
1234307	n/a      	23	631965
1247463	n/a      	3	638701
1248344	n/a      	13	639152
1249371	n/a      	25	639678
1261408	n/a      	5	645841
1263838	n/a      	15	647085
1264867	n/a      	24	647612
1277922	n/a      	4	654296
1278717	n/a      	14	654703
1282334	n/a      	24	656555
1298363	n/a      	4	664762
1299412	n/a      	14	665299
1300438	n/a      	24	665824
1313293	n/a      	4	672406
1314453	n/a      	14	673000
1315482	n/a      	26	673527
1327004	n/a      	6	679426
1328197	n/a      	16	680037
1333109	n/a      	23	682552
1342365	n/a      	3	687291
1343213	n/a      	13	687725
1344236	n/a      	25	688249
1360547	n/a      	5	696600
1361371	n/a      	15	697022
1362402	n/a      	24	697550
1377328	n/a      	999	705192
1380580	n/a      	2	706857
1381600	n/a      	26	707379
1394176	n/a      	6	713818
1394861	n/a      	16	714169
1395877	n/a      	25	714689
1409271	n/a      	5	721547
1409844	n/a      	15	721840
1414428	n/a      	23	724187
1426303	n/a      	999	730267
1427309	n/a      	2	730782
1428338	n/a      	23	731309
1442197	n/a      	3	738405
1443389	n/a      	13	739015
1444420	n/a      	25	739543
1456127	n/a      	5	745537
1456914	n/a      	15	745940
1457947	n/a      	24	746469
1469121	n/a      	4	752190
1470162	n/a      	14	752723
1477182	n/a      	26	756317
1490188	n/a      	6	762976
1491172	n/a      	16	763480
1492193	n/a      	23	764003
1503299	n/a      	3	769689
1504172	n/a      	13	770136
1505205	n/a      	26	770665
1519111	n/a      	999	777785
1519779	n/a      	2	778127
1520801	n/a      	24	778650
1535209	n/a      	999	786027
1536027	n/a      	2	786446
1537049	n/a      	25	786969
1550037	n/a      	5	793619
1550713	n/a      	15	793965
1551744	n/a      	23	794493
1563098	n/a      	3	800306
1564113	n/a      	13	800826
1572395	n/a      	25	805066
1586451	n/a      	5	812263
1588904	n/a      	15	813519
1589926	n/a      	26	814042
1603248	n/a      	6	820863
1603762	n/a      	16	821126
1607768	n/a      	23	823177
1621020	n/a      	3	829962
1621607	n/a      	13	830263
1622643	n/a      	25	830793
1634930	n/a      	5	837084
1635566	n/a      	15	837410
1636604	n/a      	23	837941
1649625	n/a      	3	844608
1650344	n/a      	13	844976
1657787	n/a      	26	848787
1670693	n/a      	6	855395
1671494	n/a      	16	855805
1672514	n/a      	23	856327
1684236	n/a      	3	862329
1685279	n/a      	13	862863
1686309	n/a      	26	863390
1697865	n/a      	6	869307
1698559	n/a      	16	869662
1702754	n/a      	23	871810
1716564	n/a      	3	878881
1717197	n/a      	13	879205
1718217	n/a      	26	879727
1732627	n/a      	6	887105
1733518	n/a      	16	887561
1734547	n/a      	25	888088
1747406	n/a      	5	894672
1748133	n/a      	15	895044
1749162	n/a      	23	895571
1764537	n/a      	3	903443
1765102	n/a      	13	903732
1769676	n/a      	26	906074
1780783	n/a      	6	911761
1781477	n/a      	16	912116
1782504	n/a      	23	912642
1796363	n/a      	3	919738
1797262	n/a      	13	920198
1798285	n/a      	24	920722
1812576	n/a      	4	928039
1813428	n/a      	14	928475
1814447	n/a      	26	928997
1826973	n/a      	999	935410
1828252	n/a      	2	936065
1829277	n/a      	25	936590
1842852	n/a      	5	943540
1843506	n/a      	15	943875
1847008	n/a      	23	945668
1861500	n/a      	3	953088
1862115	n/a      	13	953403
1863137	n/a      	25	953926
1876980	n/a      	5	961014
1877451	n/a      	15	961255
1878482	n/a      	24	961783
1890273	n/a      	4	967820
1891074	n/a      	14	968230
1892094	n/a      	23	968752
1904936	n/a      	3	975327
1905402	n/a      	13	975566
1906424	n/a      	25	976089
1918664	n/a      	5	982356
1919154	n/a      	15	982607
