onset	duration	type	sample
980996	n/a      	6	502270
981639	n/a      	16	502599
982666	n/a      	25	503125
994256	n/a      	5	509059
994717	n/a      	15	509295
995744	n/a      	24	509821
1007533	n/a      	4	515857
1008107	n/a      	14	516151
1013342	n/a      	23	518831
1026266	n/a      	3	525448
1026789	n/a      	13	525716
1027820	n/a      	26	526244
1040777	n/a      	6	532878
1041533	n/a      	16	533265
1042564	n/a      	23	533793
1055906	n/a      	3	540624
1056373	n/a      	13	540863
1057395	n/a      	25	541386
1071020	n/a      	5	548362
1071588	n/a      	15	548653
1072607	n/a      	23	549175
1086098	n/a      	3	556082
1086621	n/a      	13	556350
1089221	n/a      	25	557681
1101928	n/a      	5	564187
1102818	n/a      	15	564643
1103848	n/a      	26	565170
1116756	n/a      	6	571779
1117148	n/a      	16	571980
1118176	n/a      	23	572506
1131336	n/a      	3	579244
1131699	n/a      	13	579430
1132723	n/a      	24	579954
1147166	n/a      	4	587349
1147682	n/a      	14	587613
1148703	n/a      	25	588136
1161010	n/a      	5	594437
1161697	n/a      	15	594789
1168203	n/a      	26	598120
1181943	n/a      	6	605155
1182635	n/a      	16	605509
1183664	n/a      	23	606036
1195021	n/a      	3	611851
1195666	n/a      	13	612181
1196693	n/a      	24	612707
1209301	n/a      	4	619162
1210178	n/a      	14	619611
1211205	n/a      	25	620137
1223045	n/a      	5	626199
1223904	n/a      	15	626639
1224934	n/a      	26	627166
1237641	n/a      	6	633672
1238387	n/a      	16	634054
1241861	n/a      	24	635833
1254721	n/a      	4	642417
1255441	n/a      	14	642786
1263561	n/a      	23	646943
1274586	n/a      	3	652588
1275064	n/a      	13	652833
1276090	n/a      	25	653358
1288398	n/a      	5	659660
1288959	n/a      	15	659947
1289986	n/a      	26	660473
1301643	n/a      	6	666441
1302199	n/a      	16	666726
1303229	n/a      	23	667253
1318139	n/a      	3	674887
1318639	n/a      	13	675143
1319660	n/a      	24	675666
1330816	n/a      	4	681378
1331430	n/a      	14	681692
1332453	n/a      	25	682216
1344695	n/a      	5	688484
1345254	n/a      	15	688770
1354275	n/a      	24	693389
1365828	n/a      	4	699304
1366510	n/a      	14	699653
1369385	n/a      	26	701125
1382859	n/a      	6	708024
1383375	n/a      	16	708288
1384395	n/a      	26	708810
1398172	n/a      	6	715864
1398967	n/a      	16	716271
1399992	n/a      	24	716796
1413285	n/a      	4	723602
1413844	n/a      	14	723888
1414871	n/a      	23	724414
1429016	n/a      	3	731656
1429494	n/a      	13	731901
1433305	n/a      	25	733852
1445346	n/a      	5	740017
1445805	n/a      	15	740252
1446832	n/a      	26	740778
1461240	n/a      	6	748155
1461670	n/a      	16	748375
1462693	n/a      	23	748899
1475535	n/a      	3	755474
1476029	n/a      	13	755727
1477057	n/a      	25	756253
1490049	n/a      	999	762905
1490861	n/a      	2	763321
1491885	n/a      	26	763845
1506078	n/a      	6	771112
1506613	n/a      	16	771386
1510834	n/a      	23	773547
1523877	n/a      	3	780225
1524779	n/a      	13	780687
1525799	n/a      	23	781209
1537504	n/a      	3	787202
1538379	n/a      	13	787650
1539410	n/a      	25	788178
1551699	n/a      	5	794470
1552219	n/a      	15	794736
1553236	n/a      	24	795257
1566295	n/a      	4	801943
1566865	n/a      	14	802235
1576201	n/a      	23	807015
1587354	n/a      	3	812725
1587801	n/a      	13	812954
1588824	n/a      	24	813478
1604783	n/a      	4	821649
1605199	n/a      	14	821862
1606221	n/a      	26	822385
1618211	n/a      	999	828524
1618785	n/a      	2	828818
1624988	n/a      	25	831994
1638311	n/a      	5	838815
1639104	n/a      	15	839221
1640133	n/a      	26	839748
1654041	n/a      	6	846869
1654752	n/a      	16	847233
1655779	n/a      	23	847759
1666584	n/a      	3	853291
1667193	n/a      	13	853603
1668225	n/a      	24	854131
1681314	n/a      	4	860833
1681926	n/a      	14	861146
1684701	n/a      	23	862567
1698561	n/a      	3	869663
1699328	n/a      	13	870056
1700348	n/a      	25	870578
1712689	n/a      	5	876897
1713303	n/a      	15	877211
1714326	n/a      	26	877735
1728219	n/a      	6	884848
1729023	n/a      	16	885260
1730055	n/a      	24	885788
1743148	n/a      	4	892492
1744021	n/a      	14	892939
1745053	n/a      	23	893467
1758359	n/a      	3	900280
1758848	n/a      	13	900530
1759863	n/a      	25	901050
1772738	n/a      	5	907642
1773365	n/a      	15	907963
1778865	n/a      	25	910779
1790570	n/a      	5	916772
1791164	n/a      	15	917076
1792193	n/a      	26	917603
1804266	n/a      	6	923784
1804871	n/a      	16	924094
1805902	n/a      	23	924622
1819160	n/a      	3	931410
1819686	n/a      	13	931679
1822365	n/a      	25	933051
1836408	n/a      	5	940241
1836771	n/a      	15	940427
1837795	n/a      	26	940951
1851104	n/a      	6	947765
1851773	n/a      	16	948108
1852789	n/a      	23	948628
1864666	n/a      	3	954709
1865133	n/a      	13	954948
1866152	n/a      	24	955470
1880561	n/a      	4	962847
1881092	n/a      	14	963119
