onset	duration	type	sample
1137865	n/a      	16	582587
1138885	n/a      	25	583109
1151193	n/a      	5	589411
1151729	n/a      	15	589685
1159924	n/a      	23	593881
1172846	n/a      	3	600497
1173650	n/a      	13	600909
1174686	n/a      	24	601439
1186424	n/a      	4	607449
1187023	n/a      	14	607756
1189928	n/a      	26	609243
1203938	n/a      	6	616416
1204625	n/a      	16	616768
1205641	n/a      	25	617288
1217465	n/a      	5	623342
1218176	n/a      	15	623706
1219203	n/a      	23	624232
1232527	n/a      	3	631054
1232953	n/a      	13	631272
1233980	n/a      	23	631798
1247156	n/a      	3	638544
1247561	n/a      	13	638751
1248576	n/a      	25	639271
1260619	n/a      	5	645437
1261199	n/a      	15	645734
1262223	n/a      	24	646258
1275279	n/a      	4	652943
1275830	n/a      	14	653225
1282135	n/a      	24	656453
1298119	n/a      	4	664637
1298900	n/a      	14	665037
1299924	n/a      	24	665561
1312781	n/a      	4	672144
1313445	n/a      	14	672484
1314469	n/a      	26	673008
1325977	n/a      	6	678900
1326783	n/a      	16	679313
1330365	n/a      	23	681147
1339621	n/a      	3	685886
1340174	n/a      	13	686169
1341191	n/a      	25	686690
1357502	n/a      	5	695041
1358611	n/a      	15	695609
1359641	n/a      	24	696136
1374582	n/a      	4	703786
1377371	n/a      	14	705214
1378406	n/a      	26	705744
1390980	n/a      	6	712182
1391502	n/a      	16	712449
1392533	n/a      	25	712977
1405926	n/a      	5	719834
1406723	n/a      	15	720242
1413637	n/a      	23	723782
1425508	n/a      	999	729860
1426748	n/a      	2	730495
1427779	n/a      	23	731023
1441639	n/a      	3	738119
1442309	n/a      	13	738462
1443328	n/a      	25	738984
1455033	n/a      	5	744977
1455811	n/a      	15	745375
1456840	n/a      	24	745902
1467994	n/a      	4	751613
1468803	n/a      	14	752027
1471699	n/a      	26	753510
1484725	n/a      	6	760179
1485588	n/a      	16	760621
1486609	n/a      	23	761144
1497719	n/a      	3	766832
1498291	n/a      	13	767125
1499322	n/a      	26	767653
1513230	n/a      	6	774774
1513844	n/a      	16	775088
1514867	n/a      	24	775612
1529277	n/a      	4	782990
1529930	n/a      	14	783324
1530947	n/a      	25	783845
1543939	n/a      	5	790497
1544809	n/a      	15	790942
1545844	n/a      	23	791472
1557201	n/a      	3	797287
1557850	n/a      	13	797619
1562393	n/a      	25	799945
1576451	n/a      	5	807143
1577168	n/a      	15	807510
1578188	n/a      	26	808032
1591512	n/a      	6	814854
1592475	n/a      	16	815347
1596078	n/a      	23	817192
1609410	n/a      	3	824018
1610096	n/a      	13	824369
1611115	n/a      	25	824891
1623404	n/a      	5	831183
1624086	n/a      	15	831532
1625109	n/a      	23	832056
1638135	n/a      	3	838725
1638504	n/a      	13	838914
1641639	n/a      	26	840519
1654547	n/a      	6	847128
1655391	n/a      	16	847560
1656416	n/a      	23	848085
1668125	n/a      	3	854080
1669166	n/a      	13	854613
1670195	n/a      	26	855140
1681754	n/a      	6	861058
1682383	n/a      	16	861380
1686291	n/a      	23	863381
1700119	n/a      	3	870461
1700662	n/a      	13	870739
1701688	n/a      	26	871264
1716098	n/a      	6	878642
1716918	n/a      	16	879062
1717936	n/a      	25	879583
1730793	n/a      	5	886166
1731436	n/a      	15	886495
1732465	n/a      	23	887022
1747824	n/a      	3	894886
1748326	n/a      	13	895143
1751246	n/a      	26	896638
1762354	n/a      	6	902325
1762926	n/a      	16	902618
1763955	n/a      	23	903145
1777816	n/a      	3	910242
1778389	n/a      	13	910535
1779420	n/a      	24	911063
1793713	n/a      	4	918381
1794324	n/a      	14	918694
1795350	n/a      	26	919219
1807875	n/a      	6	925632
1808518	n/a      	16	925961
1809543	n/a      	25	926486
1823137	n/a      	5	933446
1823771	n/a      	15	933771
1828846	n/a      	23	936369
1843336	n/a      	3	943788
1843965	n/a      	13	944110
1844992	n/a      	25	944636
1858850	n/a      	5	951731
1859578	n/a      	15	952104
1860605	n/a      	24	952630
1872395	n/a      	4	958666
1873281	n/a      	14	959120
1874316	n/a      	23	959650
1887156	n/a      	3	966224
1887604	n/a      	13	966453
1888629	n/a      	25	966978
1900852	n/a      	5	973236
1901354	n/a      	15	973493
