onset	duration	type	sample
922253	n/a      	23	1888774
935444	n/a      	3	1915790
935890	n/a      	13	1916703
936916	n/a      	24	1918803
951858	n/a      	4	1949406
953130	n/a      	14	1952010
956152	n/a      	23	1958200
968212	n/a      	3	1982899
969504	n/a      	13	1985544
970534	n/a      	26	1987653
984443	n/a      	6	2016139
985567	n/a      	16	2018442
986597	n/a      	25	2020550
998188	n/a      	5	2044289
998695	n/a      	15	2045328
999725	n/a      	24	2047437
1011515	n/a      	4	2071583
1011855	n/a      	14	2072279
1016656	n/a      	23	2082112
1029581	n/a      	3	2108581
1030055	n/a      	13	2109552
1031084	n/a      	26	2111661
1044042	n/a      	999	2138199
1044358	n/a      	2	2138846
1045379	n/a      	23	2140937
1058721	n/a      	999	2168260
1062054	n/a      	2	2175087
1063078	n/a      	25	2177184
1076702	n/a      	999	2205086
1077510	n/a      	2	2206741
1078541	n/a      	23	2208852
1092031	n/a      	999	2236480
1093014	n/a      	2	2238492
1096522	n/a      	25	2245677
1109229	n/a      	5	2271702
1109870	n/a      	15	2273013
1110900	n/a      	26	2275123
1123808	n/a      	6	2301559
1124765	n/a      	16	2303519
1125796	n/a      	23	2305631
1138954	n/a      	3	2332578
1139333	n/a      	13	2333354
1140357	n/a      	24	2335452
1154800	n/a      	4	2365031
1155501	n/a      	14	2366466
1156522	n/a      	25	2368557
1168829	n/a      	5	2393761
1169469	n/a      	15	2395072
1173018	n/a      	26	2402341
1186760	n/a      	6	2430484
1187340	n/a      	16	2431673
1188364	n/a      	23	2433770
1199721	n/a      	3	2457029
1200244	n/a      	13	2458100
1201275	n/a      	24	2460212
1213883	n/a      	4	2486033
1214572	n/a      	14	2487443
1215604	n/a      	25	2489556
1227427	n/a      	5	2513771
1227804	n/a      	15	2514542
1228831	n/a      	26	2516646
1241539	n/a      	6	2542671
1242547	n/a      	16	2544737
1245512	n/a      	24	2550808
1258370	n/a      	4	2577142
1259227	n/a      	14	2578897
1265387	n/a      	23	2591512
1276429	n/a      	3	2614126
1276906	n/a      	13	2615104
1277932	n/a      	25	2617205
1290240	n/a      	5	2642411
1290706	n/a      	15	2643366
1291727	n/a      	26	2645457
1303384	n/a      	6	2669331
1304234	n/a      	16	2671071
1305255	n/a      	23	2673163
1320165	n/a      	3	2703697
1320738	n/a      	13	2704871
1321769	n/a      	24	2706982
1332926	n/a      	4	2729832
1333538	n/a      	14	2731085
1334563	n/a      	25	2733184
1346804	n/a      	5	2758254
1347665	n/a      	15	2760018
1350024	n/a      	24	2764850
1361582	n/a      	999	2788520
1362361	n/a      	2	2790115
1364671	n/a      	26	2794846
1378146	n/a      	6	2822443
1378833	n/a      	16	2823849
1379850	n/a      	26	2825933
1393625	n/a      	6	2854145
1394993	n/a      	16	2856945
1396013	n/a      	24	2859035
1409305	n/a      	4	2886256
1409960	n/a      	14	2887598
1410992	n/a      	23	2889711
1425135	n/a      	3	2918676
1425800	n/a      	13	2920038
1429458	n/a      	25	2927529
1441498	n/a      	999	2952188
1442536	n/a      	2	2954313
1443553	n/a      	26	2956396
1457979	n/a      	6	2985940
1459120	n/a      	16	2988277
1460150	n/a      	23	2990387
1472991	n/a      	999	3016685
1474335	n/a      	2	3019438
1475362	n/a      	25	3021542
1488354	n/a      	5	3048149
1489063	n/a      	15	3049601
1490091	n/a      	26	3051707
1504284	n/a      	6	3080774
1504438	n/a      	16	3081090
1508157	n/a      	23	3088705
1521197	n/a      	3	3115412
1521510	n/a      	13	3116053
1522535	n/a      	23	3118152
1534242	n/a      	3	3142127
1537790	n/a      	13	3149394
1538815	n/a      	25	3151494
1551106	n/a      	5	3176665
1552486	n/a      	15	3179491
1553510	n/a      	24	3181589
1566568	n/a      	4	3208331
1567446	n/a      	14	3210129
1573062	n/a      	23	3221630
1584222	n/a      	999	3244486
1584861	n/a      	2	3245795
1585893	n/a      	24	3247908
1601853	n/a      	4	3280595
1603500	n/a      	14	3283969
1604524	n/a      	26	3286066
1616515	n/a      	6	3310623
1617356	n/a      	16	3312346
1619986	n/a      	25	3317732
1633313	n/a      	5	3345024
1634036	n/a      	15	3346506
1635065	n/a      	26	3348614
1648975	n/a      	6	3377100
1649356	n/a      	16	3377881
1650378	n/a      	23	3379975
1661185	n/a      	3	3402107
1662244	n/a      	13	3404275
1663273	n/a      	24	3406383
1676364	n/a      	4	3433194
1677003	n/a      	14	3434503
1679753	n/a      	23	3440134
1693611	n/a      	3	3468516
1694251	n/a      	13	3469826
1695282	n/a      	25	3471938
1707624	n/a      	5	3497213
1708307	n/a      	15	3498613
1709328	n/a      	26	3500703
1723220	n/a      	6	3529154
1723811	n/a      	16	3530364
1724840	n/a      	24	3532472
1737949	n/a      	4	3559320
1738818	n/a      	14	3561100
1739836	n/a      	23	3563185
1753161	n/a      	3	3590474
1753946	n/a      	13	3592082
1754965	n/a      	25	3594169
1767839	n/a      	5	3620535
1768554	n/a      	15	3621999
1771096	n/a      	25	3627204
1782803	n/a      	999	3651180
1783522	n/a      	2	3652653
1784540	n/a      	26	3654738
1796614	n/a      	6	3679465
1797129	n/a      	16	3680521
1798151	n/a      	23	3682613
1811409	n/a      	3	3709766
1811833	n/a      	13	3710635
1814147	n/a      	25	3715373
1828207	n/a      	5	3744167
1829033	n/a      	15	3745860
1830060	n/a      	26	3747963
1843386	n/a      	6	3775254
1844833	n/a      	16	3778218
1845856	n/a      	23	3780314
1857731	n/a      	3	3804633
1858833	n/a      	13	3806889
1859852	n/a      	24	3808976
1874261	n/a      	4	3838487
1874896	n/a      	14	3839788
