onset	duration	type	sample
1215660	n/a      	16	622418
1216682	n/a      	25	622941
1228523	n/a      	5	629004
1229500	n/a      	15	629504
1230527	n/a      	23	630030
1243854	n/a      	3	636853
1244740	n/a      	13	637307
1245756	n/a      	23	637827
1258932	n/a      	3	644573
1260316	n/a      	13	645282
1261338	n/a      	25	645805
1273377	n/a      	5	651969
1274051	n/a      	15	652314
1275082	n/a      	24	652842
1288141	n/a      	4	659528
1289307	n/a      	14	660125
1293818	n/a      	24	662435
1309807	n/a      	4	670621
1310480	n/a      	14	670966
1311510	n/a      	24	671493
1324369	n/a      	4	678077
1325760	n/a      	14	678789
1326791	n/a      	26	679317
1338297	n/a      	6	685208
1339555	n/a      	16	685852
1343070	n/a      	23	687652
1352326	n/a      	3	692391
1354162	n/a      	13	693331
1355182	n/a      	25	693853
1371490	n/a      	5	702203
1372631	n/a      	15	702787
1373662	n/a      	24	703315
1388590	n/a      	4	710958
1389504	n/a      	14	711426
1390525	n/a      	26	711949
1403102	n/a      	6	718388
1404496	n/a      	16	719102
1405521	n/a      	25	719627
1418914	n/a      	5	726484
1420158	n/a      	15	727121
1423387	n/a      	23	728774
1435260	n/a      	3	734853
1436721	n/a      	13	735601
1437748	n/a      	23	736127
1451607	n/a      	3	743223
1452688	n/a      	13	743776
1453711	n/a      	25	744300
1465420	n/a      	999	750295
1466799	n/a      	2	751001
1467824	n/a      	24	751526
1478996	n/a      	4	757246
1480311	n/a      	14	757919
1484639	n/a      	26	760135
1497646	n/a      	6	766795
1498463	n/a      	16	767213
1499482	n/a      	23	767735
1510590	n/a      	3	773422
1511967	n/a      	13	774127
1512994	n/a      	26	774653
1526902	n/a      	6	781774
1528600	n/a      	16	782643
1529623	n/a      	24	783167
1544066	n/a      	4	790562
1545469	n/a      	14	791280
1546490	n/a      	25	791803
1559463	n/a      	5	798445
1560869	n/a      	15	799165
1561902	n/a      	23	799694
1573258	n/a      	3	805508
1574605	n/a      	13	806198
1580436	n/a      	25	809183
1594492	n/a      	5	816380
1595148	n/a      	15	816716
1596182	n/a      	26	817245
1609506	n/a      	6	824067
1610910	n/a      	16	824786
1615236	n/a      	23	827001
1628482	n/a      	3	833783
1629691	n/a      	13	834402
1630721	n/a      	25	834929
1643010	n/a      	999	841221
1644053	n/a      	2	841755
1645082	n/a      	23	842282
1658123	n/a      	3	848959
1659203	n/a      	13	849512
1663197	n/a      	26	851557
1676105	n/a      	6	858166
1677146	n/a      	16	858699
1678176	n/a      	23	859226
1689883	n/a      	3	865220
1691379	n/a      	13	865986
1692404	n/a      	26	866511
1703961	n/a      	6	872428
1706963	n/a      	16	873965
1709684	n/a      	23	875358
1723494	n/a      	3	882429
1724764	n/a      	13	883079
1725779	n/a      	26	883599
1740191	n/a      	6	890978
1741123	n/a      	16	891455
1742145	n/a      	25	891978
1755004	n/a      	5	898562
1755904	n/a      	15	899023
1756926	n/a      	23	899546
1772285	n/a      	3	907410
1773506	n/a      	13	908035
1778592	n/a      	26	910639
1789699	n/a      	6	916326
1790770	n/a      	16	916874
1791787	n/a      	23	917395
1805629	n/a      	3	924482
1807129	n/a      	13	925250
1808152	n/a      	24	925774
1822441	n/a      	4	933090
1823432	n/a      	14	933597
1824465	n/a      	26	934126
1836988	n/a      	6	940538
1838113	n/a      	16	941114
1839143	n/a      	25	941641
1852717	n/a      	5	948591
1853703	n/a      	15	949096
1857676	n/a      	23	951130
1872166	n/a      	3	958549
1873432	n/a      	13	959197
1874455	n/a      	25	959721
1888297	n/a      	5	966808
1889199	n/a      	15	967270
1890219	n/a      	24	967792
1902010	n/a      	4	973829
1903357	n/a      	14	974519
1904381	n/a      	23	975043
1917221	n/a      	3	981617
1918232	n/a      	13	982135
1919258	n/a      	25	982660
1931500	n/a      	5	988928
1932445	n/a      	15	989412
