onset	duration	type	sample
473434	n/a      	25	242398
487625	n/a      	5	249664
488209	n/a      	15	249963
489230	n/a      	23	250486
503973	n/a      	3	258034
504570	n/a      	13	258340
512035	n/a      	23	262162
523221	n/a      	3	267889
524850	n/a      	13	268723
525879	n/a      	26	269250
541453	n/a      	999	277224
543281	n/a      	2	278160
544311	n/a      	24	278687
557082	n/a      	4	285226
559641	n/a      	14	286536
560674	n/a      	25	287065
572262	n/a      	999	292998
574777	n/a      	2	294286
575805	n/a      	24	294812
587441	n/a      	4	300770
588553	n/a      	14	301339
589582	n/a      	25	301866
602670	n/a      	5	308567
603352	n/a      	15	308916
614672	n/a      	26	314712
628441	n/a      	6	321762
629281	n/a      	16	322192
630316	n/a      	23	322722
643320	n/a      	3	329380
645176	n/a      	13	330330
646215	n/a      	25	330862
660268	n/a      	999	338057
665303	n/a      	2	340635
670125	n/a      	23	343104
684412	n/a      	3	350419
685135	n/a      	13	350789
686170	n/a      	25	351319
697889	n/a      	999	357319
698693	n/a      	2	357731
699732	n/a      	25	358263
712602	n/a      	5	364852
713725	n/a      	15	365427
721965	n/a      	23	369646
737006	n/a      	3	377347
738461	n/a      	13	378092
739496	n/a      	26	378622
751467	n/a      	6	384751
753182	n/a      	16	385629
754207	n/a      	24	386154
768646	n/a      	4	393547
769971	n/a      	14	394225
782400	n/a      	26	400589
795320	n/a      	6	407204
796932	n/a      	16	408029
797961	n/a      	24	408556
811049	n/a      	4	415257
811914	n/a      	14	415700
812943	n/a      	23	416227
826078	n/a      	3	422952
827652	n/a      	13	423758
828689	n/a      	23	424289
842826	n/a      	3	431527
843908	n/a      	13	432081
848668	n/a      	25	434518
861607	n/a      	5	441143
862490	n/a      	15	441595
863514	n/a      	24	442119
876803	n/a      	4	448923
878082	n/a      	14	449578
879109	n/a      	25	450104
892434	n/a      	5	456926
893754	n/a      	15	457602
894789	n/a      	26	458132
907729	n/a      	6	464757
909338	n/a      	16	465581
913469	n/a      	25	467696
924643	n/a      	5	473417
925984	n/a      	15	474104
927016	n/a      	23	474632
939021	n/a      	3	480779
940090	n/a      	13	481326
941109	n/a      	26	481848
952850	n/a      	999	487859
955090	n/a      	2	489006
956123	n/a      	24	489535
969230	n/a      	4	496246
970936	n/a      	14	497119
971969	n/a      	26	497648
986379	n/a      	6	505026
987721	n/a      	16	505713
988748	n/a      	25	506239
1001307	n/a      	5	512669
1001984	n/a      	15	513016
1007391	n/a      	23	515784
1019129	n/a      	3	521794
1021246	n/a      	13	522878
1027008	n/a      	25	525828
1039713	n/a      	5	532333
1040484	n/a      	15	532728
1041520	n/a      	26	533258
1054260	n/a      	6	539781
1055094	n/a      	16	540208
1056113	n/a      	24	540730
1068721	n/a      	4	547185
1069699	n/a      	14	547686
1070727	n/a      	23	548212
1082281	n/a      	3	554128
1083502	n/a      	13	554753
1084521	n/a      	26	555275
1097477	n/a      	6	561908
1098420	n/a      	16	562391
1099449	n/a      	26	562918
1112291	n/a      	6	569493
1113637	n/a      	16	570182
1117779	n/a      	24	572303
1128221	n/a      	4	577649
1130234	n/a      	14	578680
1131258	n/a      	25	579204
1143498	n/a      	5	585471
1144123	n/a      	15	585791
1145154	n/a      	23	586319
1158645	n/a      	3	593226
1160955	n/a      	13	594409
1161984	n/a      	26	594936
1174809	n/a      	6	601502
1177068	n/a      	16	602659
1178098	n/a      	25	603186
1190404	n/a      	5	609487
1191410	n/a      	15	610002
1198482	n/a      	23	613623
1211406	n/a      	3	620240
1212004	n/a      	13	620546
1213029	n/a      	24	621071
1224768	n/a      	4	627081
1226064	n/a      	14	627745
1231943	n/a      	26	630755
1245850	n/a      	6	637875
1246691	n/a      	16	638306
1247723	n/a      	25	638834
1259545	n/a      	5	644887
1260072	n/a      	15	645157
1261102	n/a      	23	645684
1274408	n/a      	3	652497
1275643	n/a      	13	653129
1276662	n/a      	23	653651
1289938	n/a      	3	660448
1290850	n/a      	13	660915
1291877	n/a      	25	661441
1303916	n/a      	5	667605
1304352	n/a      	15	667828
1305389	n/a      	24	668359
1318443	n/a      	999	675043
1318994	n/a      	2	675325
1324137	n/a      	24	677958
1340244	n/a      	4	686205
1342207	n/a      	14	687210
1343234	n/a      	24	687736
1356092	n/a      	4	694319
1357662	n/a      	14	695123
1358697	n/a      	26	695653
1370203	n/a      	6	701544
1371648	n/a      	16	702284
1380934	n/a      	23	707038
1390188	n/a      	3	711776
1391375	n/a      	13	712384
1392412	n/a      	25	712915
1408734	n/a      	999	721272
1411279	n/a      	2	722575
1412311	n/a      	24	723103
1427234	n/a      	4	730744
1428900	n/a      	14	731597
1429926	n/a      	26	732122
1442496	n/a      	6	738558
1443967	n/a      	16	739311
1444986	n/a      	25	739833
1458377	n/a      	5	746689
1459277	n/a      	15	747150
1464920	n/a      	23	750039
1476791	n/a      	3	756117
1477574	n/a      	13	756518
1478598	n/a      	23	757042
1492455	n/a      	3	764137
1495053	n/a      	13	765467
1496078	n/a      	25	765992
1507783	n/a      	5	771985
1508451	n/a      	15	772327
1509473	n/a      	24	772850
1520645	n/a      	4	778570
1521555	n/a      	14	779036
1525969	n/a      	26	781296
1538994	n/a      	6	787965
1539660	n/a      	16	788306
1540680	n/a      	23	788828
1551787	n/a      	3	794515
1553588	n/a      	13	795437
1554609	n/a      	26	795960
1568518	n/a      	999	803081
1570133	n/a      	2	803908
1571156	n/a      	24	804432
1585549	n/a      	4	811801
1586578	n/a      	14	812328
1587604	n/a      	25	812853
1600576	n/a      	5	819495
1602002	n/a      	15	820225
1603031	n/a      	23	820752
1614389	n/a      	999	826567
1615492	n/a      	2	827132
1620998	n/a      	25	829951
1635055	n/a      	999	837148
1636580	n/a      	2	837929
1637611	n/a      	26	838457
1650936	n/a      	6	845279
1651891	n/a      	16	845768
1658354	n/a      	23	849077
1671590	n/a      	3	855854
1673025	n/a      	13	856589
1674047	n/a      	25	857112
1686336	n/a      	5	863404
1687959	n/a      	15	864235
1688992	n/a      	23	864764
1702016	n/a      	3	871432
1702602	n/a      	13	871732
1705055	n/a      	26	872988
1717979	n/a      	6	879605
1718689	n/a      	16	879969
1719715	n/a      	23	880494
1731441	n/a      	3	886498
1732473	n/a      	13	887026
1733492	n/a      	26	887548
1745301	n/a      	6	893594
1745920	n/a      	16	893911
1751109	n/a      	23	896568
1764918	n/a      	3	903638
1766439	n/a      	13	904417
1767473	n/a      	26	904946
1781883	n/a      	6	912324
1782752	n/a      	16	912769
1783770	n/a      	25	913290
1796627	n/a      	5	919873
1797287	n/a      	15	920211
1798316	n/a      	23	920738
1813674	n/a      	3	928601
1814295	n/a      	13	928919
1819416	n/a      	26	931541
1830539	n/a      	6	937236
1832902	n/a      	16	938446
1833928	n/a      	23	938971
1847785	n/a      	3	946066
1849006	n/a      	13	946691
1850025	n/a      	24	947213
1864316	n/a      	4	954530
1865244	n/a      	14	955005
1866271	n/a      	26	955531
1878795	n/a      	6	961943
1881559	n/a      	16	963358
1882584	n/a      	25	963883
1896176	n/a      	5	970842
1898500	n/a      	15	972032
1901299	n/a      	23	973465
1915793	n/a      	3	980886
1917781	n/a      	13	981904
1918814	n/a      	25	982433
1932674	n/a      	5	989529
1933061	n/a      	15	989727
1934094	n/a      	24	990256
1945885	n/a      	4	996293
1946652	n/a      	14	996686
1947672	n/a      	23	997208
1960514	n/a      	3	1003783
1960949	n/a      	13	1004006
1961967	n/a      	25	1004527
1974191	n/a      	5	1010786
1974932	n/a      	15	1011165
