onset	duration	type	sample
2996	n/a      	25	1534
14148	n/a      	5	7244
15803	n/a      	15	8091
16840	n/a      	24	8622
31230	n/a      	4	15990
32891	n/a      	14	16840
33922	n/a      	25	17368
47561	n/a      	5	24351
48354	n/a      	15	24757
63082	n/a      	23	32298
75566	n/a      	3	38690
76619	n/a      	13	39229
77645	n/a      	24	39754
90529	n/a      	4	46351
91529	n/a      	14	46863
92557	n/a      	26	47389
104373	n/a      	6	53439
105363	n/a      	16	53946
106400	n/a      	23	54477
119652	n/a      	3	61262
120354	n/a      	13	61621
124227	n/a      	25	63604
136885	n/a      	5	70085
137697	n/a      	15	70501
138721	n/a      	24	71025
150277	n/a      	4	76942
151344	n/a      	14	77488
152367	n/a      	26	78012
166275	n/a      	6	85133
169025	n/a      	16	86541
170047	n/a      	23	87064
183439	n/a      	3	93921
184232	n/a      	13	94327
185260	n/a      	24	94853
198316	n/a      	4	101538
199375	n/a      	14	102080
203275	n/a      	26	104077
215348	n/a      	999	110258
219354	n/a      	2	112309
220371	n/a      	23	112830
231361	n/a      	3	118457
232320	n/a      	13	118948
233350	n/a      	25	119475
245674	n/a      	5	125785
246367	n/a      	15	126140
247395	n/a      	26	126666
260869	n/a      	999	133565
262080	n/a      	2	134185
263105	n/a      	23	134710
273896	n/a      	3	140235
275168	n/a      	13	140886
276186	n/a      	25	141407
289811	n/a      	999	148383
291520	n/a      	2	149258
292549	n/a      	24	149785
301504	n/a      	4	154370
302285	n/a      	14	154770
303309	n/a      	26	155294
315365	n/a      	6	161467
316160	n/a      	16	161874
324941	n/a      	23	166370
336902	n/a      	3	172494
337773	n/a      	13	172940
338809	n/a      	26	173470
351514	n/a      	6	179975
352301	n/a      	16	180378
353336	n/a      	25	180908
365643	n/a      	5	187209
366412	n/a      	15	187603
367447	n/a      	24	188133
379705	n/a      	4	194409
381219	n/a      	14	195184
386414	n/a      	23	197844
399988	n/a      	3	204794
401084	n/a      	13	205355
402109	n/a      	26	205880
416301	n/a      	6	213146
417301	n/a      	16	213658
418322	n/a      	24	214181
430279	n/a      	4	220303
431268	n/a      	14	220809
432301	n/a      	23	221338
447693	n/a      	3	229219
448531	n/a      	13	229648
449564	n/a      	26	230177
463307	n/a      	6	237213
464180	n/a      	16	237660
469732	n/a      	25	240503
483924	n/a      	5	247769
484658	n/a      	15	248145
